Nombre,Municipio,Departamento,Provincia
MONTE CARMELO,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BALDE DE LOS TORRES,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
SANTA ANA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LAS CLARITAS,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BALDE DE AZCURRA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BALDECITO DE LA PAMPA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BALDE DEL CARMEN,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LA PLATA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LA BOTIJA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
SANTA TERESA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
EL BARRIAL,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LAS TOSQUITAS,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
EL VINAGRILLO,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LAS LAGUNITAS,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
SANTA ROSA DE CATANTAL,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BELLA VISTA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
BALDE ULTIMO,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
TALITA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
EL CALDEN,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
LA FLORIDA,AREA SIN GOBIERNO,AYACUCHO,SAN LUIS
VIEYTES,MAGDALENA,MAGDALENA,BUENOS AIRES
EL PINO,MAGDALENA,MAGDALENA,BUENOS AIRES
LA CLELIA,MAGDALENA,MAGDALENA,BUENOS AIRES
SAN MARTIN,MAGDALENA,MAGDALENA,BUENOS AIRES
MAGDALENA,MAGDALENA,MAGDALENA,BUENOS AIRES
ATALAYA,MAGDALENA,MAGDALENA,BUENOS AIRES
CAMPO FERRO,MAGDALENA,MAGDALENA,BUENOS AIRES
ROBERTO J. PAYRO,MAGDALENA,MAGDALENA,BUENOS AIRES
GUTIERREZ,MAGDALENA,MAGDALENA,BUENOS AIRES
LOS NARANJOS,MAGDALENA,MAGDALENA,BUENOS AIRES
JULIO ARDITI,MAGDALENA,MAGDALENA,BUENOS AIRES
JOSE FERRARI,MAGDALENA,MAGDALENA,BUENOS AIRES
SAN JOSE,MAGDALENA,MAGDALENA,BUENOS AIRES
GENERAL MANSILLA,MAGDALENA,MAGDALENA,BUENOS AIRES
VERGARA,MAGDALENA,MAGDALENA,BUENOS AIRES
EL DESTINO,MAGDALENA,MAGDALENA,BUENOS AIRES
UNIDAD PENAL MAGDALENA,MAGDALENA,MAGDALENA,BUENOS AIRES
MALAGAMBA,MAGDALENA,MAGDALENA,BUENOS AIRES
LA MATRACA,MAGDALENA,MAGDALENA,BUENOS AIRES
SANTA ROSA DEL CONLARA,SANTA ROSA DEL CONLARA,JUNIN,SAN LUIS
EL DURAZNITO,SANTA ROSA DEL CONLARA,JUNIN,SAN LUIS
LAS BAJADAS,LAS BAJADAS,CALAMUCHITA,CÓRDOBA
SOCONCHO,LAS BAJADAS,CALAMUCHITA,CÓRDOBA
BENJAMIN PAZ,TRANCAS,TRANCAS,TUCUMÁN
EL BRETE,TRANCAS,TRANCAS,TUCUMÁN
ARAGON,TRANCAS,TRANCAS,TUCUMÁN
LAS JUNTAS,TRANCAS,TRANCAS,TUCUMÁN
LAS ARCAS,TRANCAS,TRANCAS,TUCUMÁN
LEOCADIO PAZ,TRANCAS,TRANCAS,TUCUMÁN
VILLA DE TRANCAS,TRANCAS,TRANCAS,TUCUMÁN
TUNA SOLA,TRANCAS,TRANCAS,TUCUMÁN
EL SAUCE,TRANCAS,TRANCAS,TUCUMÁN
SAN ISIDRO,TRANCAS,TRANCAS,TUCUMÁN
LA ESPERANZA,TRANCAS,TRANCAS,TUCUMÁN
EL SIMBOLAR,TRANCAS,TRANCAS,TUCUMÁN
SAN JOSE,TRANCAS,TRANCAS,TUCUMÁN
LOMA ALTA,BASAIL,SAN FERNANDO,CHACO
LA DORILA,BASAIL,SAN FERNANDO,CHACO
PARALELO 28,BASAIL,SAN FERNANDO,CHACO
EL SALADILLO,BASAIL,SAN FERNANDO,CHACO
COLONIA PALMIRA,BASAIL,SAN FERNANDO,CHACO
LAS MERCEDES,BASAIL,SAN FERNANDO,CHACO
KILOMETRO 34,BASAIL,SAN FERNANDO,CHACO
BASAIL,BASAIL,SAN FERNANDO,CHACO
PLAYA FORD,BASAIL,SAN FERNANDO,CHACO
LA CAROLINA,PIÑERO,ROSARIO,SANTA FE
LOS MUCHACHOS - LA ALBORADA,PIÑERO,ROSARIO,SANTA FE
PIÑERO,PIÑERO,ROSARIO,SANTA FE
CLEMENTE ONELLI,CLEMENTE ONELLI,25 DE MAYO,RÍO NEGRO
ANECON GRANDE,CLEMENTE ONELLI,25 DE MAYO,RÍO NEGRO
LOS CHIHUIDOS,LOS CHIHUIDOS,AÑELO,NEUQUÉN
COLONIA SAN PASCUAL,COLONIA SAN JUSTO,CONCORDIA,ENTRE RÍOS
COLONIA SAN JUSTO,COLONIA SAN JUSTO,CONCORDIA,ENTRE RÍOS
PASO DEL DURAZNO,PASO DEL DURAZNO,JUAREZ CELMAN,CÓRDOBA
PASO DEL DURAZNO,PASO DEL DURAZNO,JUAREZ CELMAN,CÓRDOBA
DOS ARROYOS,DOS ARROYOS,LEANDRO N. ALEM,MISIONES
SAN LUCAS,PAMPICHUELA,VALLE GRANDE,JUJUY
PAMPICHUELA,PAMPICHUELA,VALLE GRANDE,JUJUY
SANTA BARBARA,PAMPICHUELA,VALLE GRANDE,JUJUY
LA PELADA,LA PELADA,LAS COLONIAS,SANTA FE
MOUSSY,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
LA VERTIENTE,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
COLMENA,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
EL CARMEN DE AVELLANEDA,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
SANTA ANA,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
EL TIMBO,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
AVELLANEDA,AVELLANEDA,GENERAL OBLIGADO,SANTA FE
SAN PEDRO,TINOGASTA,TINOGASTA,CATAMARCA
LA ISLA,TINOGASTA,TINOGASTA,CATAMARCA
BANDA DE LUCERO,TINOGASTA,TINOGASTA,CATAMARCA
CACHIYUYO,TINOGASTA,TINOGASTA,CATAMARCA
COSTA DE REYES,TINOGASTA,TINOGASTA,CATAMARCA
SANTA CRUZ,TINOGASTA,TINOGASTA,CATAMARCA
LOS BALVERDIS,TINOGASTA,TINOGASTA,CATAMARCA
LA AGUADITA,TINOGASTA,TINOGASTA,CATAMARCA
VINQUIS,TINOGASTA,TINOGASTA,CATAMARCA
TINOGASTA,TINOGASTA,TINOGASTA,CATAMARCA
VILLA LUJAN,TINOGASTA,TINOGASTA,CATAMARCA
LAS HIGUERITAS,TINOGASTA,TINOGASTA,CATAMARCA
EL SALADO,TINOGASTA,TINOGASTA,CATAMARCA
EL PUESTO,TINOGASTA,TINOGASTA,CATAMARCA
EL PUEBLITO,TINOGASTA,TINOGASTA,CATAMARCA
COPACABANA,TINOGASTA,TINOGASTA,CATAMARCA
ANILLACO,TINOGASTA,TINOGASTA,CATAMARCA
VILLA SAN ROQUE,TINOGASTA,TINOGASTA,CATAMARCA
RIO COLORADO,TINOGASTA,TINOGASTA,CATAMARCA
CERRO NEGRO,TINOGASTA,TINOGASTA,CATAMARCA
CORDOBITA,TINOGASTA,TINOGASTA,CATAMARCA
LOS PALACIOS,TINOGASTA,TINOGASTA,CATAMARCA
SANTA ROSA,TINOGASTA,TINOGASTA,CATAMARCA
LA PUNTILLA,TINOGASTA,TINOGASTA,CATAMARCA
LAS CHACRAS,TINOGASTA,TINOGASTA,CATAMARCA
LOS ROBLEDOS,TINOGASTA,TINOGASTA,CATAMARCA
EL DURAZNO,TINOGASTA,TINOGASTA,CATAMARCA
SAN MIGUEL,TINOGASTA,TINOGASTA,CATAMARCA
LOS POZOS,LOS POZOS,ISCHILIN,CÓRDOBA
AMAICHA DEL LLANO,BELLA VISTA,LEALES,TUCUMÁN
EL MOLLAR,BELLA VISTA,LEALES,TUCUMÁN
BELLA VISTA,BELLA VISTA,LEALES,TUCUMÁN
SAN RAMON,BELLA VISTA,LEALES,TUCUMÁN
COLONIA SOBRECASAS,BELLA VISTA,LEALES,TUCUMÁN
PILAR,PILAR,LAS COLONIAS,SANTA FE
RAMON M. CASTRO,RAMON M CASTRO,ZAPALA,NEUQUÉN
SANTO DOMINGO,RAMON M CASTRO,ZAPALA,NEUQUÉN
UNION,UNION,GOBERNADOR DUPUY,SAN LUIS
EL MORO,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
BELLA VISTA,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
HENDERSON,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
CORACEROS,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
CAMPO MONCANI,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
MARIA LUCILA,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
BERSEE,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
HERRERA VEGAS,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
LAS PLAYAS,LAS PLAYAS,CRUZ DEL EJE,CÓRDOBA
CARRIZALES,CARRIZALES,IRIONDO,SANTA FE
LOMITAS,LAFINUR,JUNIN,SAN LUIS
LA LOMITA,LAFINUR,JUNIN,SAN LUIS
LAFINUR,LAFINUR,JUNIN,SAN LUIS
DIAMANTE,DIAMANTE,DIAMANTE,ENTRE RÍOS
STROBEL,DIAMANTE,DIAMANTE,ENTRE RÍOS
SUCO,SUCO,RIO CUARTO,CÓRDOBA
MASCASIN,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA JARILLA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA LAGUNA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA AGUADA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL TOTORAL,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL TALA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
ABRA VERDE,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
MASCASIN,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL RODEO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
CASAS VIEJAS,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL POTRERILLO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL DIVISADERO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LAS TOSCAS,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
VALLE HERMOSO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SANTA CRUZ,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL ROSARIO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
VILLA CASANA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
REAL DEL CADILLO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LOS LAGARCITOS,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA CALERA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
RODEO GRANDE,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA CONSULTA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SANTA RITA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL BARRIAL,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
CHELCOS,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
AGUA DE AGUIRRE,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SAN ISIDRO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LA CALLANA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
LOS OROS,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
AGUA BLANCA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL CARDON,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SAN JOSE,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
CHEPES,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SAN PEDRO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
ALTO BAYO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
AGUA DE LA PIEDRA,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
DESIDERIO TELLO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
SAN ANTONIO,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
EL ZAMPAL,ROSARIO VERA PEÑALOZA,ROSARIO VERA PEÑALOZA,LA RIOJA
ESMERALDA,ESMERALDA,CASTELLANOS,SANTA FE
ESTACION LAZO,ESTACION LAZO,GUALEGUAY,ENTRE RÍOS
TILISARAO,TILISARAO,CHACABUCO,SAN LUIS
SANTA CRUZ,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL LINDERO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA LAGUNA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL PESCADERO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SANTA TERESA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LOS NARANJOS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
RIVADAVIA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL TOBA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL OCULTAR,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL CERCADO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LOS TRES POZOS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL DIVISADERO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LAS BARRANCAS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
PUESTO VIEJO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SAN ANICETO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL CIELITO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
MISION SAN FELIPE,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL MIRADOR,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA UNION,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
POZO VERDE,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
MARTIN GARCIA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
AGUAS MUERTAS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
POZO DEL ZORRO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA FORTUNA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
VILLA PETRONA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LAS BOLSAS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
CIERVO CANSADO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL DESTIERRO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SAN GABRIEL,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SAN JOSE,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LAS FLORES,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL TIMON,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL MILAGRO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
PALMARCITO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL LECHERON,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL BREAL,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
TERNERA ATADA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL YACARE,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL VINALAR,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA SIBERIA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
MIRAFLORES,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SAN FERMIN,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL AZOTADO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LAS LLAVES,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA TOMA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
PELICANO QUEMADO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA REPRESA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL COCAL,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
POZO LARGO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LAS TORTUGAS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL TOTORAL,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA MEDIA LUNA (FINCA),RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
TRES POZOS,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL VALLE,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
BUEN LUGAR,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SAN MANUEL,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
MONTE ALTO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
FINCA SANTA ROSA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL RETIRO,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA SOTA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
EL PORVENIR,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA CARNEADA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
SANTA ROSA,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
TRES HORCONES,RIVADAVIA BANDA SUR,RIVADAVIA,SALTA
LA VERTIENTE,LA VERTIENTE,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS
9 DE JULIO,LA VERTIENTE,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS
EL RINCON,LA VERTIENTE,LIBERTADOR GENERAL SAN MARTÍN,SAN LUIS
ARSENAL MIGUEL DE AZCUENAGA,LAS TALITAS,TAFI VIEJO,TUCUMÁN
DIAG. NORTE - LUZ Y FUERZA - LOS POCITOS,LAS TALITAS,TAFI VIEJO,TUCUMÁN
VILLA MARIANO MORENO - EL COLMENAR,LAS TALITAS,TAFI VIEJO,TUCUMÁN
PACHECO DE MELO,PACHECO DE MELO,JUAREZ CELMAN,CÓRDOBA
PRESIDENTE ROCA,PRESIDENTE ROCA,CASTELLANOS,SANTA FE
ESTACION PRESIDENTE ROCA,PRESIDENTE ROCA,CASTELLANOS,SANTA FE
PINCEN,PINCEN,GENERAL ROCA,CÓRDOBA
COLONIA CORONDINA,CORONDA,SAN JERONIMO,SANTA FE
CORONDA,CORONDA,SAN JERONIMO,SANTA FE
COLONIAS LAS LONJAS,VILLADA,CASEROS,SANTA FE
COLONIA LOS PRADOS,VILLADA,CASEROS,SANTA FE
VILLADA,VILLADA,CASEROS,SANTA FE
CURUPAYTI,CURUPAITY,SAN CRISTOBAL,SANTA FE
FIDELA,FIDELA,CASTELLANOS,SANTA FE
LA VERBENA,LA VERBENA,FELICIANO,ENTRE RÍOS
VIBORAS,LA VERBENA,FELICIANO,ENTRE RÍOS
PUEBLO NUEVO,BASAVILBASO,URUGUAY,ENTRE RÍOS
BASAVILBASO,BASAVILBASO,URUGUAY,ENTRE RÍOS
CALCHIN OESTE,CALCHIN OESTE,RIO SEGUNDO,CÓRDOBA
DORILA,DORILA,MARACO,LA PAMPA
PUERTA VERDE,RODEITO,SAN PEDRO,JUJUY
VILLA CAROLINA,RODEITO,SAN PEDRO,JUJUY
RODEITO,RODEITO,SAN PEDRO,JUJUY
LAVAYEN,RODEITO,SAN PEDRO,JUJUY
VILLA LAS ROSAS,RODEITO,SAN PEDRO,JUJUY
EL MOLLAR,RODEITO,SAN PEDRO,JUJUY
SAN LUCAS,RODEITO,SAN PEDRO,JUJUY
ALDEA SPATZENKUTTER,ALDEA SPATZENKUTTER,DIAMANTE,ENTRE RÍOS
ALBERDI,COLONIA ALBERDI,OBERA,MISIONES
MIRAMAR,MIRAMAR,SAN JUSTO,CÓRDOBA
RICARDONE,RICARDONE,SAN LORENZO,SANTA FE
EUSTOLIA,EUSTOLIA,CASTELLANOS,SANTA FE
WEISBURD,WEISBURD,MORENO,SANTIAGO DEL ESTERO
VILLA AMANCAY,VILLA AMANCAY,CALAMUCHITA,CÓRDOBA
RIO GRANDE,VILLA AMANCAY,CALAMUCHITA,CÓRDOBA
KILOMETRO 137,ITA IBATE,GENERAL PAZ,CORRIENTES
IBAHAY,ITA IBATE,GENERAL PAZ,CORRIENTES
ANGOSTURA,ITA IBATE,GENERAL PAZ,CORRIENTES
ARERUNGUA,ITA IBATE,GENERAL PAZ,CORRIENTES
ITA IBATE,ITA IBATE,GENERAL PAZ,CORRIENTES
ALGARROBO DEL AGUILA,ALGARROBO DEL AGUILA,CHICAL CO,LA PAMPA
SAN LUIS,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
ALMONA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL CHURCALITO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
CANTEROS,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SIMBOL YACO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LAS MERCEDES,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LA COSTOSA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LA FIRMEZA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL CHURQUI,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
ARAGON,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LAS CATITAS,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LOS CORRALES,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LA ALMONA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
UNQUILLO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LA SOLEDAD,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL CADILLAL,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LOS NOGALES,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL RECREO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LAS LAJAS,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SANTA MARIA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
ALMIRANTE BROWN,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SANTA CRUZ,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
ANTILLA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
PUENTE DE PLATA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
COPO QUILE,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SANTA ROSA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SAN PEDRO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
BELLA VISTA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL BORDO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
EL POTRERO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
LA BAJADA,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
SAN LORENZO,EL POTRERO,ROSARIO DE LA FRONTERA,SALTA
PANAHOLMA,PANAHOLMA,SAN ALBERTO,CÓRDOBA
PUERTA GRANDE,LOS ALTOS,SANTA ROSA,CATAMARCA
LOS ALTOS,LOS ALTOS,SANTA ROSA,CATAMARCA
LA BAJADA,LOS ALTOS,SANTA ROSA,CATAMARCA
EL ABRA,LOS ALTOS,SANTA ROSA,CATAMARCA
LOS TRONCOS,LOS ALTOS,SANTA ROSA,CATAMARCA
ALIJILAN,LOS ALTOS,SANTA ROSA,CATAMARCA
MANANTIALES,LOS ALTOS,SANTA ROSA,CATAMARCA
MONTE REDONDO,LOS ALTOS,SANTA ROSA,CATAMARCA
LOS MOLLES,LOS ALTOS,SANTA ROSA,CATAMARCA
CUCHINOQUE,LOS ALTOS,SANTA ROSA,CATAMARCA
COLONIA ALPINA,COLONIA ALPINA,RIVADAVIA,SANTIAGO DEL ESTERO
LAS CORTADERAS,PAYOGASTA,CACHI,SALTA
POZO BRAVO,PAYOGASTA,CACHI,SALTA
TONCO,PAYOGASTA,CACHI,SALTA
PIUL,PAYOGASTA,CACHI,SALTA
BUENA VISTA,PAYOGASTA,CACHI,SALTA
SAN GERONIMO,PAYOGASTA,CACHI,SALTA
PAYOGASTA,PAYOGASTA,CACHI,SALTA
POTRERO DE PAYOGASTA,PAYOGASTA,CACHI,SALTA
MANUEL GARCIA FERNANDEZ,MANUEL GARCIA FERNANDEZ,LEALES,TUCUMÁN
LA BOLSA,MANUEL GARCIA FERNANDEZ,LEALES,TUCUMÁN
COLONIA LA BEBA,PATAGONES,PATAGONES,BUENOS AIRES
EL BARRANCOSO,PATAGONES,PATAGONES,BUENOS AIRES
EL TAURO,PATAGONES,PATAGONES,BUENOS AIRES
ESTANCIA EL MOLINO,PATAGONES,PATAGONES,BUENOS AIRES
ESTANCIA BALBUENA,PATAGONES,PATAGONES,BUENOS AIRES
CARMEN DE PATAGONES,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA LOS ALAMOS,PATAGONES,PATAGONES,BUENOS AIRES
ZONA RURAL DE JOSE B CASAS,PATAGONES,PATAGONES,BUENOS AIRES
JUAN A. PRADERE,PATAGONES,PATAGONES,BUENOS AIRES
BAHIA SAN BLAS,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA LA DELFINA,PATAGONES,PATAGONES,BUENOS AIRES
MERIDIANO V,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA MIGLIORI,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA EL GUANACO,PATAGONES,PATAGONES,BUENOS AIRES
